jaar	mean	sd	p02.5	p50	p97.5	intercept	tijdvenster	gem_jaar	og_jaar	bg_jaar
1985	2.44044469054728	0.0619761431269072	2.31879265169245	2.44044037651139	2.56212214833212	2.44044469054728	0	11.478143830125	10.1633961364269	12.9632981876139
1986	3.06976768598442	0.0520602356452341	2.96751900490516	3.06974969363392	3.17212273688223	2.44044469054728	0	21.5368987703498	19.4436201792074	23.8580750579222
1987	1.95057154230949	0.0961812825977488	1.7619378771102	1.95056847377267	2.13922309137176	2.44044469054728	0	7.03270592113825	5.82371210475685	8.49283690686802
1988	1.98242085882167	0.080871791125742	1.8238061490077	1.98240969476516	2.14110041295409	2.44044469054728	0	7.2602978838019	6.19539422471817	8.50879566806486
1989	4.38882207531671	0.0508255367680683	4.2889711817152	4.38880710996912	4.48876155456309	2.44044469054728	0	80.5454865630848	72.8914378657254	89.0111421473541
1990	4.26845264598975	0.0505751627026342	4.16905073028181	4.26845083600858	4.36786529647937	2.44044469054728	0	71.411051907663	64.6540488371617	78.8750769519067
1991	3.54556680349098	0.0512166182500001	3.44490248208795	3.54556918397663	3.64621709042169	2.44044469054728	0	34.6593248021708	31.3402270641394	38.3293948135278
1992	2.42119039484173	0.0551584988231048	2.31285551349471	2.42118663242728	2.52954758710385	2.44044469054728	0	11.2592542988793	10.1032334229047	12.5478280531161
1993	3.15316051204301	0.0512906819414425	3.05235172210421	3.15316293352032	3.25395504795017	2.44044469054728	0	23.4099351670357	21.1650602807852	25.8925439258679
1994	3.32993575509217	0.0524629283381045	3.2269122049957	3.32991424676557	3.43308635889838	2.44044469054728	0	27.9365468647042	25.2017189626787	30.972086361637
1995	3.78598542105458	0.0509734373143383	3.68583774731192	3.7859733540753	3.8862045279272	2.44044469054728	0	44.079085623217	39.8785165800553	48.7255984701236
1996	4.01506241499568	0.0506131048249089	3.91556910075512	4.01506650744956	4.11453152668985	2.44044469054728	0	55.4267547551936	50.1776195080752	61.2235259555604
1997	3.41912639275561	0.0511032078221739	3.31866195433994	3.41913591426736	3.51953455722324	2.44044469054728	0	30.542721020365	27.6233644965343	33.7687074045646
1998	2.54314736709902	0.0527204179687199	2.43952118917441	2.54315990191197	2.64669969804216	2.44044469054728	0	12.7196414179136	11.4675486416284	14.1074030420392
1999	3.06701973236652	0.0520823791320504	2.96473463514681	3.06699944484576	3.16942475621769	2.44044469054728	0	21.4777976122668	19.3895572517056	23.7937931873377
2000	1.90121862455628	0.0623076170729445	1.7789463948745	1.90120477903172	2.0235720137001	2.44044469054728	0	6.69404700387431	5.92361198163809	7.56530008271983
2001	2.71428886614416	0.0536747087176579	2.6089001104548	2.71426789602218	2.81980136319519	2.44044469054728	0	15.0938724906752	13.5841016207329	16.7735185030843
2002	2.00072208161573	0.067112767277487	1.86904612434993	2.00071016740796	2.13246768856407	2.44044469054728	0	7.39439352729484	6.48211032218423	8.43565772423724
2003	3.99428810571996	0.0506243242774488	3.89480021796581	3.99428297806198	4.0938063769898	2.44044469054728	0	54.2871801313391	49.1462338472644	59.9677175738035
2004	2.83182356133701	0.0521113646858021	2.72937388755487	2.83183986216531	2.93417704326113	2.44044469054728	0	16.9763901038865	15.3232899132717	18.8060202241007
2005	3.64736629336211	0.051066759423276	3.54698423670223	3.64737198218475	3.74771473431548	2.44044469054728	0	38.3734683866413	34.7084869139987	42.4240209778523
2006	3.57412506617473	0.0509661195374564	3.47395693354263	3.57412474195799	3.67429516214152	2.44044469054728	0	35.6634040428208	32.26415731873	39.4208617470549
