meetpunt	p01	p05	p10	p30	p50	p70	p90	p95	p99	groep3	ampl	groep3n
26	55.1474319274173	55.2087733566403	55.2500827209118	55.3448262571477	55.3877075654189	55.4198141037194	55.4593114181777	55.4781680523706	55.5119937744904	2	0.364561847073091	3
27	45.7178115249141	45.8302281298056	45.9100685422587	46.1758173647052	46.3041812245739	46.3672722551743	46.4371110566603	46.4673872683022	46.5210478795726	2	0.803236354658502	4
28	44.3184979383047	44.4232280215082	44.4883518643886	44.6616529846881	44.7697180588083	44.8554802192273	44.9592339499222	45.0044684436856	45.0858923921691	3	0.767394453864384	4
29	22.3454255224493	22.3823756312479	22.4069853162894	22.4780538055425	22.5316751366058	22.5791415186924	22.6174099924437	22.6321828554811	22.6583464408032	3	0.312920918353925	3
30	26.4165649782226	26.4918391661034	26.553199648565	26.7293559132657	26.8583634124069	26.9302214206478	27.0000816926005	27.0282724652155	27.0803928318597	4	0.663827853637102	4
31	32.9701039389127	33.0622342965959	33.121333717732	33.3004714237666	33.4254723913043	33.5252535715562	33.6280231298302	33.6676743214316	33.7311712475394	3	0.761067308626657	4
32	39.3919236341956	39.4171245314862	39.4364917164928	39.4851175511108	39.5194644010859	39.5493714628516	39.5769279808512	39.5871037449895	39.6036260631934	2	0.211702428997761	2
33	4.19475115188626	4.30443989946352	4.36724996736727	4.51911325973974	4.63953853199773	4.7607676828157	4.90685515160538	4.96649481566054	5.06518057264258	3	0.870429420756321	4
34	4.09049114668635	4.21351519011291	4.2837683717824	4.44861467538549	4.57822887876578	4.70948398098061	4.86433216755602	4.92473548175731	5.02842224762478	3	0.937931100938427	4
35	55.7249645009721	55.8025061470779	55.8504398970728	55.9628949806026	56.0484800539682	56.1349622040995	56.2431697556633	56.2882593432487	56.3686884599366	4	0.643723958964515	4
36	18.6910847493601	18.8283805404159	18.9036480840643	19.0693970125475	19.186212438456	19.3070061287228	19.477911626061	19.560008097763	19.7062100537174	2	1.0151253043573	4
37	27.9033778601927	28.0554113708916	28.1614664230057	28.492536449771	28.7951725680201	29.0336979949669	29.20005651625	29.2612447926989	29.3751846185705	3	1.47180675837784	4
38	30.2714687348931	30.3309235148708	30.3702568171881	30.4701187231809	30.5427007416821	30.6011660165745	30.6775205665793	30.7137301377584	30.7770155613435	2	0.505546826450338	4
39	20.0358369787309	20.1326874042239	20.1942851591111	20.3610591812868	20.4580855797871	20.5266125995528	20.6095635690681	20.6468501171402	20.7124214796423	4	0.676584500911407	4
40	56.0044695256393	56.1047138644968	56.171756160958	56.3190049193271	56.388605797573	56.4413867091208	56.5061734695252	56.5355134248093	56.5890961089113	4	0.584626583272019	4
41	9.05618260344186	9.17760925675155	9.25512786904977	9.47275647087112	9.65803226124718	9.84115434286893	10.0557366871293	10.1300536643921	10.2545838551698	4	1.19840125172798	4
42	62.0597304168715	62.0791235416333	62.0913258541916	62.1181130925573	62.1375183800749	62.1576279859881	62.1835939089038	62.1949136739934	62.2151359816471	3	0.155405564775542	2
43	16.5779771627598	16.7054144610594	16.7872633982317	17.0129377467771	17.2211303755392	17.4605349159202	17.7048579921394	17.7853284036672	17.9093576401416	2	1.33138047738175	4
44	15.8359153390373	15.8966603218021	15.9292085317141	16.0035297300146	16.0527741016767	16.1000126931991	16.1707409531268	16.2049064863571	16.2675098398168	4	0.431594500779541	4
45	4.50105169870799	4.59781280432233	4.66054105458694	4.84681626979852	4.99898783617862	5.14019069838835	5.27314762879844	5.32558905473315	5.40856483762317	4	0.907513138915175	4
46	1.00938264684178	1.17134655920753	1.26746033852325	1.5086811776023	1.6993714630999	1.87820505493774	2.09488334271805	2.18653426872614	2.3446279033484	3	1.33524525650662	4
47	20.770896341636	20.8625143016199	20.920248875005	21.0554504011112	21.1593909649448	21.2718624149937	21.4230448197618	21.4870356960533	21.5958833944184	3	0.824987052782415	4
48	30.9372700389519	31.015213772412	31.0626914246277	31.1807334221528	31.2734759470226	31.3683333155839	31.493144342393	31.5445944972392	31.6306786832265	3	0.693408644274594	4
49	21.129245986708	21.189687699858	21.2369095327786	21.3736587624885	21.453461586533	21.5006426003348	21.5480827904477	21.568576829532	21.6054326440186	2	0.47618665731061	4
50	0.813675408517662	0.915883222528144	0.980273885426896	1.14280339188035	1.27297601077473	1.39534279480215	1.53685096832284	1.59823525251938	1.70453167133669	3	0.89085626281903	4
51	7.360357040872	7.41484485972026	7.45105399893465	7.55105183019987	7.63313209571185	7.69589163425041	7.76884442346306	7.80359472922	7.87053021557428	2	0.510173174702285	4
53	24.9948519281084	25.0424304650374	25.0765593611287	25.1824107052673	25.2319144217819	25.2628511157609	25.2996065733823	25.3152166475277	25.3406419419945	4	0.345790013886084	3
54	-1.36901900266731	-1.29445359505749	-1.24203022626051	-1.12427650992333	-1.04089768251655	-0.96597361042379	-0.877692148243801	-0.841827088146253	-0.780695913197542	2	0.58832308946977	4
55	4.49705073753807	4.57157643259406	4.62432369920079	4.76557100606069	4.90342676838726	5.0646963318729	5.20115615067977	5.25213151737648	5.32479906824849	4	0.827748330710421	4
56	4.37208818909352	4.4522757601686	4.50484020514127	4.65528953691093	4.78535086790356	4.94155201379103	5.08352785853629	5.13489431583627	5.21312314066641	4	0.841034951572886	4
57	13.9316100583628	14.0830711387795	14.1749768733386	14.393948245005	14.5745975474536	14.7720434624958	15.0025052756526	15.0956003040896	15.2561667455041	3	1.32455668714137	4
58	2.70316775485211	2.75787403183276	2.79033551342085	2.87070650523356	2.93143177829331	2.98826952339235	3.05919616451553	3.09264918805763	3.14846412324088	2	0.445296368388771	4
59	51.9216568899691	51.9936681367052	52.0395352680989	52.1365465230474	52.2025140137937	52.2650308631249	52.3586656788268	52.4069122782224	52.5072209198716	2	0.585564029902457	4
60	62.6205205697414	62.7300694223571	62.805859817184	63.0197569350128	63.1677262255815	63.2791109944099	63.3856077843959	63.4301201828682	63.5119863553493	3	0.891465785607842	4
61	65.6415476634964	65.7782691853245	65.8778622875179	66.1341220255715	66.2555931624363	66.323585577979	66.4056582515514	66.442031267803	66.51133375502	3	0.869786091523594	4
62	45.4133413622814	45.4813713250391	45.5205162250223	45.6153169163455	45.6901361613697	45.7714041739102	45.8654485147187	45.9026820106003	45.9670539559859	3	0.553712593704581	4
