jaar	gem_jaar_t	var_sim	og_jaar_t	bg_jaar_t	gem_jaar	og_jaar	bg_jaar	tijdvenster	nat_ind_j	nat_ind_j_var	lcl	ucl
1985	3.49373989378907	0.0112527369421275	3.285825213603	3.70165457397515	32.9087932398667	26.7310340286763	40.5142828123483	0	21.1534482758621	15.7499320462273	13.3749562016367	28.9319403500874
1985	3.43896312832856	0.0115928557304934	3.22792968412063	3.6499965725365	31.1546380536677	25.2273742352743	38.4745341787444	2	21.1534482758621	15.7499320462273	13.3749562016367	28.9319403500874
1985	3.37382417553323	0.0117792820917154	3.16110066934847	3.58654768171798	29.1899413476345	23.5965536443427	36.1092000433981	4	21.1534482758621	15.7499320462273	13.3749562016367	28.9319403500874
1985	3.33865532492164	0.0107310448793756	3.13561744173574	3.54169320810753	28.1812066497854	23.0028343681817	34.5253282933013	6	21.1534482758621	15.7499320462273	13.3749562016367	28.9319403500874
1985	3.32568888846048	0.0101215494644591	3.12850130157259	3.52287647534836	27.8181556498104	22.8397240210318	33.8817484416397	8	21.1534482758621	15.7499320462273	13.3749562016367	28.9319403500874
1985	3.32498525436981	0.00968097151413216	3.1321370753048	3.51783343343482	27.7985887319382	22.9229152302439	33.7113114857171	10	21.1534482758621	15.7499320462273	13.3749562016367	28.9319403500874
1985	3.33340854791366	0.00972449685588848	3.14012733537198	3.52668976045534	28.0337333607211	23.1068089855173	34.0111958614703	20	21.1534482758621	15.7499320462273	13.3749562016367	28.9319403500874
1985	3.26814100881758	0.0129556122715022	3.04504847173442	3.49123354590074	26.2624722312673	21.0110496202141	32.8264156320174	30	21.1534482758621	15.7499320462273	13.3749562016367	28.9319403500874
1986	3.50362136473828	0.00762957246528884	3.332420413857	3.67482231561956	33.23559249376	28.0060459557389	39.441648069742	0	30.8818965517241	19.9806187417861	22.1207582148158	39.6430348886325
1986	3.45135715540122	0.00707511703849457	3.2864942741481	3.61622003665435	31.5431722592646	26.7489246931762	37.1966995903751	2	27.3224137931034	9.85490190249703	21.1694802530242	33.4753473331827
1986	3.42988848739799	0.00639859603775154	3.27310568687884	3.58667128791714	30.873199806872	26.3931811463538	36.1136636402286	4	27.3224137931034	9.85490190249703	21.1694802530242	33.4753473331827
1986	3.42303615596346	0.00571225666293588	3.2749003898692	3.57117192205772	30.662369573619	26.4405915985966	35.5582402293561	6	27.3224137931034	9.85490190249703	21.1694802530242	33.4753473331827
1986	3.41541079115095	0.00535032054164368	3.27204485589164	3.55877672641027	30.429447008001	26.3651972876393	35.1202092330578	8	27.3224137931034	9.85490190249703	21.1694802530242	33.4753473331827
1986	3.41252533405002	0.00512850266592794	3.27216274700693	3.5528879210931	30.3417706980015	26.3683056933755	34.9140009144157	10	27.3224137931034	9.85490190249703	21.1694802530242	33.4753473331827
1986	3.40774889446588	0.00460186858311204	3.27478822979816	3.54070955913361	30.1971906272487	26.4376261862682	34.4913841868308	20	27.3224137931034	9.85490190249703	21.1694802530242	33.4753473331827
